,template,docked,rmsd,uniprot_id
7299,3SI4_B04,2C90_C1M,10.802,P00734
7300,3SI4_B04,2UUK_897,10.942,P00734
7301,3SI4_B04,2UUJ_896,11.073,P00734
7302,3SI4_B04,3SV2_P05,3.5189999999999997,P00734
7303,3SI4_B04,2JH6_894,9.555,P00734
7304,3SI4_B04,1NM6_L86,5.968,P00734
7305,3SI4_B04,1AIX_T19,2.15,P00734
7306,3SI4_B04,3DA9_44U,1.119,P00734
7307,3SI4_B04,3QTV_06P,2.485,P00734
7308,5AHG_Y4L,3QTO_10P,8.068,P00734
7309,5AHG_Y4L,1C1V_BAB,3.859,P00734
7310,5AHG_Y4L,3C1K_T15,8.707,P00734
7311,5AHG_Y4L,1C1U_BAI,2.968,P00734
7312,5AHG_Y4L,1K22_MEL,8.037,P00734
7313,5AHG_Y4L,1ZRB_062,6.956,P00734
7314,5AHG_Y4L,3QWC_98P,3.199,P00734
7315,5AHG_Y4L,1MUE_CDD,1.141,P00734
7316,5AHG_Y4L,1Z71_L17,3.742,P00734
7317,5AHG_Y4L,4YES_45S,5.684,P00734
7318,5AHG_Y4L,5AF9_SJR,1.166,P00734
7319,5AHG_Y4L,1TA2_176,5.372999999999999,P00734
7320,5AHG_Y4L,1WAY_L02,2.202,P00734
7321,5AHG_Y4L,1KTS_C24,4.53,P00734
7322,5AHG_Y4L,2JH5_895,5.747000000000001,P00734
7323,5AHG_Y4L,3DUX_64U,1.464,P00734
7324,5AHG_Y4L,1W7G_MIU,7.1,P00734
7325,5AHG_Y4L,3F68_91U,4.876,P00734
7326,5AHG_Y4L,2ZC9_22U,1.78,P00734
7327,5AHG_Y4L,2C8W_C7M,6.582000000000001,P00734
7328,5AHG_Y4L,1TA6_177,3.3680000000000003,P00734
7329,5AHG_Y4L,1YPG_UIR,7.316,P00734
7330,5AHG_Y4L,1C5O_BAM,2.327,P00734
7331,5AHG_Y4L,2ZF0_51U,5.167999999999999,P00734
7332,5AHG_Y4L,1AE8_AZL,6.809,P00734
7333,5AHG_Y4L,2C8Z_C2A,0.614,P00734
7334,5AHG_Y4L,1ZGI_382,3.278,P00734
7335,5AHG_Y4L,2C8X_C5M,6.757999999999999,P00734
7336,5AHG_Y4L,1BCU_PRL,0.568,P00734
7337,5AHG_Y4L,1C5N_ESI,5.335,P00734
7338,5AHG_Y4L,1MU8_CDB,8.152999999999999,P00734
7339,5AHG_Y4L,1BHX_R56,8.107000000000001,P00734
7340,5AHG_Y4L,3SI3_B03,8.315,P00734
7341,5AHG_Y4L,4UFG_D6J,9.09,P00734
7342,5AHG_Y4L,1D4P_BPP,7.275,P00734
7343,5AHG_Y4L,2ZDA_32U,8.067,P00734
7344,5AHG_Y4L,3BIU_10U,7.532,P00734
7345,5AHG_Y4L,1C1W_BAH,3.5639999999999996,P00734
7346,5AHG_Y4L,1YPK_CCR,3.009,P00734
7347,5AHG_Y4L,1D3P_BT3,3.7569999999999997,P00734
7348,5AHG_Y4L,3QX5_02P,2.7110000000000003,P00734
7349,5AHG_Y4L,1SL3_170,1.32,P00734
7350,5AHG_Y4L,1AFE_ALZ,7.3,P00734
7351,5AHG_Y4L,1ZGV_501,1.8359999999999999,P00734
7352,5AHG_Y4L,3SHC_B01,6.688,P00734
7353,5AHG_Y4L,2ZGB_21U,4.705,P00734
7354,5AHG_Y4L,5AHG_Y4L,0.53,P00734
7355,5AHG_Y4L,3DHK_23U,3.2310000000000003,P00734
7356,5AHG_Y4L,1YPE_UIP,7.671,P00734
7357,5AHG_Y4L,4UD9_FQI,0.8809999999999999,P00734
7358,5AHG_Y4L,2C93_C4M,6.742999999999999,P00734
7359,5AHG_Y4L,1OYT_FSN,5.974,P00734
7360,5AHG_Y4L,2ZDV_37U,7.246,P00734
7361,5AHG_Y4L,4UDW_N6L,3.955,P00734
7362,5AHG_Y4L,1GHV_120,2.475,P00734
7363,5AHG_Y4L,3SI4_B04,7.4,P00734
7364,5AHG_Y4L,1GHW_BMZ,2.6210000000000004,P00734
7365,5AHG_Y4L,1MU6_CDA,8.486,P00734
7366,5AHG_Y4L,1RIW_OSC,7.087000000000001,P00734
7367,5AHG_Y4L,5AFZ_UET,8.093,P00734
7368,5AHG_Y4L,1YPJ_UIB,8.001,P00734
7369,5AHG_Y4L,1WBG_L03,1.131,P00734
7370,5AHG_Y4L,2CN0_F25,7.564,P00734
7371,5AHG_Y4L,2ZFP_19U,3.392,P00734
7372,5AHG_Y4L,6ROT_KDQ,5.403,P00734
7373,5AHG_Y4L,2C8Y_C3M,8.437999999999999,P00734
7374,5AHG_Y4L,3P17_99P,7.14,P00734
7375,5AHG_Y4L,5AFY_WCE,1.042,P00734
7376,5AHG_Y4L,1O2G_696,5.733,P00734
7377,5AHG_Y4L,1SB1_165,7.553999999999999,P00734
7378,5AHG_Y4L,3EGK_M18,3.593,P00734
7379,5AHG_Y4L,3SHA_P97,5.966,P00734
7380,5AHG_Y4L,2C90_C1M,1.195,P00734
7381,5AHG_Y4L,1D3D_BZT,4.901,P00734
7382,5AHG_Y4L,2UUK_897,10.671,P00734
7383,5AHG_Y4L,2UUJ_896,4.545,P00734
7384,5AHG_Y4L,3SV2_P05,7.867999999999999,P00734
7385,5AHG_Y4L,2JH6_894,4.387,P00734
7386,5AHG_Y4L,1NM6_L86,7.257999999999999,P00734
7387,5AHG_Y4L,1AIX_T19,8.247,P00734
7388,5AHG_Y4L,3DA9_44U,7.667000000000001,P00734
7389,5AHG_Y4L,3QTV_06P,8.294,P00734
7390,5AF9_SJR,3QTO_10P,7.683,P00734
7391,5AF9_SJR,1C1V_BAB,3.647,P00734
7392,5AF9_SJR,3C1K_T15,8.271,P00734
7393,5AF9_SJR,1C1U_BAI,7.529,P00734
7394,5AF9_SJR,1K22_MEL,6.337999999999999,P00734
7395,5AF9_SJR,1ZRB_062,6.943,P00734
7396,5AF9_SJR,3QWC_98P,8.076,P00734
7397,5AF9_SJR,1MUE_CDD,8.824,P00734
7398,5AF9_SJR,1Z71_L17,8.937999999999999,P00734
7399,5AF9_SJR,4YES_45S,7.053,P00734
7400,5AF9_SJR,5AF9_SJR,0.6859999999999999,P00734
7401,5AF9_SJR,1TA2_176,7.9879999999999995,P00734
7402,5AF9_SJR,1WAY_L02,1.147,P00734
7403,5AF9_SJR,1KTT_C02,9.753,P00734
7404,5AF9_SJR,1KTS_C24,9.504,P00734
7405,5AF9_SJR,3DUX_64U,8.189,P00734
7406,5AF9_SJR,3F68_91U,7.446000000000001,P00734
7407,5AF9_SJR,2ZC9_22U,6.196000000000001,P00734
7408,5AF9_SJR,2C8W_C7M,8.418,P00734
7409,5AF9_SJR,1TA6_177,7.522,P00734
7410,5AF9_SJR,1YPG_UIR,8.048,P00734
7411,5AF9_SJR,1C5O_BAM,3.259,P00734
7412,5AF9_SJR,2ZF0_51U,9.068999999999999,P00734
7413,5AF9_SJR,1AE8_AZL,7.44,P00734
7414,5AF9_SJR,2C8Z_C2A,2.385,P00734
7415,5AF9_SJR,1ZGI_382,9.562000000000001,P00734
7416,5AF9_SJR,2C8X_C5M,5.249,P00734
7417,5AF9_SJR,1BCU_PRL,2.265,P00734
7418,5AF9_SJR,1C5N_ESI,4.1930000000000005,P00734
7419,5AF9_SJR,1MU8_CDB,9.546,P00734
7420,5AF9_SJR,1BHX_R56,9.908999999999999,P00734
7421,5AF9_SJR,3SI3_B03,7.6579999999999995,P00734
7422,5AF9_SJR,4UFG_D6J,7.861000000000001,P00734
7423,5AF9_SJR,2ZDA_32U,8.248,P00734
7424,5AF9_SJR,3BIU_10U,5.562,P00734
7425,5AF9_SJR,1C1W_BAH,6.359,P00734
7426,5AF9_SJR,1YPK_CCR,7.876,P00734
7427,5AF9_SJR,3QX5_02P,7.547000000000001,P00734
7428,5AF9_SJR,1SL3_170,5.718999999999999,P00734
7429,5AF9_SJR,1AFE_ALZ,6.815,P00734
7430,5AF9_SJR,1ZGV_501,4.388,P00734
7431,5AF9_SJR,3SHC_B01,7.676,P00734
7432,5AF9_SJR,2ZGB_21U,8.556000000000001,P00734
7433,5AF9_SJR,5AHG_Y4L,5.943,P00734
7434,5AF9_SJR,3DHK_23U,7.893,P00734
7435,5AF9_SJR,1YPE_UIP,7.846,P00734
7436,5AF9_SJR,1K21_IGN,8.259,P00734
7437,5AF9_SJR,4UD9_FQI,1.6740000000000002,P00734
7438,5AF9_SJR,2C93_C4M,8.345,P00734
7439,5AF9_SJR,1OYT_FSN,8.464,P00734
7440,5AF9_SJR,2ZDV_37U,7.768,P00734
7441,5AF9_SJR,4UDW_N6L,6.329,P00734
7442,5AF9_SJR,1GHV_120,6.845,P00734
7443,5AF9_SJR,3SI4_B04,7.632000000000001,P00734
7444,5AF9_SJR,1GHW_BMZ,6.989,P00734
7445,5AF9_SJR,1MU6_CDA,4.33,P00734
7446,5AF9_SJR,1RIW_OSC,8.805,P00734
7447,5AF9_SJR,5AFZ_UET,9.078,P00734
7448,5AF9_SJR,1YPJ_UIB,8.06,P00734
7449,5AF9_SJR,1WBG_L03,0.715,P00734
7450,5AF9_SJR,2CN0_F25,7.3,P00734
7451,5AF9_SJR,2ZFP_19U,6.6610000000000005,P00734
7452,5AF9_SJR,6ROT_KDQ,7.641,P00734
7453,5AF9_SJR,1T4V_14A,7.556,P00734
7454,5AF9_SJR,2C8Y_C3M,5.499,P00734
7455,5AF9_SJR,3P17_99P,7.501,P00734
7456,5AF9_SJR,5AFY_WCE,2.505,P00734
7457,5AF9_SJR,1SB1_165,8.109,P00734
7458,5AF9_SJR,3EGK_M18,6.471,P00734
7459,5AF9_SJR,3SHA_P97,8.992,P00734
7460,5AF9_SJR,2C90_C1M,6.78,P00734
7461,5AF9_SJR,3SV2_P05,8.587,P00734
7462,5AF9_SJR,1AIX_T19,7.997000000000001,P00734
7463,5AF9_SJR,3DA9_44U,8.305,P00734
7464,5AF9_SJR,3QTV_06P,9.451,P00734
7465,4UDW_N6L,3QTO_10P,0.794,P00734
7466,4UDW_N6L,3C1K_T15,3.873,P00734
7467,4UDW_N6L,1K22_MEL,9.656,P00734
7468,4UDW_N6L,1ZRB_062,2.296,P00734
7469,4UDW_N6L,3QWC_98P,2.6889999999999996,P00734
7470,4UDW_N6L,1MUE_CDD,3.87,P00734
7471,4UDW_N6L,1Z71_L17,3.909,P00734
7472,4UDW_N6L,4YES_45S,2.988,P00734
7473,4UDW_N6L,5AF9_SJR,8.52,P00734
7474,4UDW_N6L,1TA2_176,0.785,P00734
7475,4UDW_N6L,1WAY_L02,5.022,P00734
7476,4UDW_N6L,4LXB_7R9,7.175,P00734
7477,4UDW_N6L,1KTT_C02,8.799,P00734
7478,4UDW_N6L,2JH5_895,4.351,P00734
7479,4UDW_N6L,3DUX_64U,0.737,P00734
7480,4UDW_N6L,1W7G_MIU,11.795,P00734
7481,4UDW_N6L,3F68_91U,1.057,P00734
7482,4UDW_N6L,2ZC9_22U,4.9510000000000005,P00734
7483,4UDW_N6L,2JH0_701,8.174,P00734
7484,4UDW_N6L,2C8W_C7M,2.112,P00734
7485,4UDW_N6L,1TA6_177,1.5030000000000001,P00734
7486,4UDW_N6L,1YPG_UIR,8.229,P00734
7487,4UDW_N6L,1C5O_BAM,3.9960000000000004,P00734
7488,4UDW_N6L,2ZF0_51U,0.34,P00734
7489,4UDW_N6L,1AE8_AZL,0.7390000000000001,P00734
7490,4UDW_N6L,2C8Z_C2A,0.8170000000000001,P00734
7491,4UDW_N6L,1ZGI_382,8.196,P00734
7492,4UDW_N6L,2C8X_C5M,6.268,P00734
7493,4UDW_N6L,1BCU_PRL,0.594,P00734
7494,4UDW_N6L,1C5N_ESI,4.765,P00734
7495,4UDW_N6L,6EO9_2OJ,7.86,P00734
7496,4UDW_N6L,6EO8_2FN,9.99,P00734
7497,4UDW_N6L,1MU8_CDB,4.842,P00734
7498,4UDW_N6L,1BHX_R56,8.544,P00734
7499,4UDW_N6L,3SI3_B03,3.952,P00734
7500,4UDW_N6L,4UFG_D6J,3.55,P00734
7501,4UDW_N6L,1D4P_BPP,6.858,P00734
7502,4UDW_N6L,2ZDA_32U,4.742,P00734
7503,4UDW_N6L,3BIU_10U,5.145,P00734
7504,4UDW_N6L,1YPK_CCR,7.485,P00734
7505,4UDW_N6L,1NT1_T76,1.716,P00734
7506,4UDW_N6L,1D3P_BT3,9.335,P00734
7507,4UDW_N6L,3QX5_02P,4.12,P00734
7508,4UDW_N6L,1SL3_170,2.3930000000000002,P00734
7509,4UDW_N6L,1AFE_ALZ,1.227,P00734
7510,4UDW_N6L,1ZGV_501,3.662,P00734
7511,4UDW_N6L,3SHC_B01,0.371,P00734
7512,4UDW_N6L,2ZGB_21U,0.935,P00734
7513,4UDW_N6L,5AHG_Y4L,2.207,P00734
7514,4UDW_N6L,3DHK_23U,3.5860000000000003,P00734
7515,4UDW_N6L,1YPE_UIP,8.001,P00734
7516,4UDW_N6L,1K21_IGN,3.475,P00734
7517,4UDW_N6L,4UD9_FQI,1.79,P00734
7518,4UDW_N6L,2C93_C4M,7.531000000000001,P00734
7519,4UDW_N6L,1OYT_FSN,7.0120000000000005,P00734
7520,4UDW_N6L,2ZDV_37U,0.574,P00734
7521,4UDW_N6L,4UDW_N6L,0.447,P00734
7522,4UDW_N6L,1GHV_120,10.832,P00734
7523,4UDW_N6L,3SI4_B04,0.597,P00734
7524,4UDW_N6L,1GHW_BMZ,8.165,P00734
7525,4UDW_N6L,1MU6_CDA,5.067,P00734
7526,4UDW_N6L,1RIW_OSC,7.452999999999999,P00734
7527,4UDW_N6L,5AFZ_UET,5.127999999999999,P00734
7528,4UDW_N6L,1YPJ_UIB,8.244,P00734
7529,4UDW_N6L,1WBG_L03,1.999,P00734
7530,4UDW_N6L,2CN0_F25,8.201,P00734
7531,4UDW_N6L,2ZFP_19U,0.664,P00734
7532,4UDW_N6L,6ROT_KDQ,4.415,P00734
7533,4UDW_N6L,1T4V_14A,6.635,P00734
7534,4UDW_N6L,2C8Y_C3M,6.473,P00734
7535,4UDW_N6L,3P17_99P,3.722,P00734
7536,4UDW_N6L,5AFY_WCE,1.4169999999999998,P00734
7537,4UDW_N6L,1SB1_165,2.99,P00734
7538,4UDW_N6L,3EGK_M18,6.492000000000001,P00734
7539,4UDW_N6L,3SHA_P97,1.564,P00734
7540,4UDW_N6L,2C90_C1M,5.263999999999999,P00734
7541,4UDW_N6L,3SV2_P05,2.9,P00734
7542,4UDW_N6L,2JH6_894,7.097,P00734
7543,4UDW_N6L,1AIX_T19,2.551,P00734
7544,4UDW_N6L,3DA9_44U,1.091,P00734
7545,4UDW_N6L,3QTV_06P,0.988,P00734
7546,5AFY_WCE,3QTO_10P,7.466,P00734
7547,5AFY_WCE,3C1K_T15,8.152999999999999,P00734
7548,5AFY_WCE,1K22_MEL,5.757999999999999,P00734
7549,5AFY_WCE,1ZRB_062,3.6439999999999997,P00734
7550,5AFY_WCE,3QWC_98P,7.546,P00734
7551,5AFY_WCE,1MUE_CDD,8.869,P00734
7552,5AFY_WCE,1Z71_L17,3.159,P00734
7553,5AFY_WCE,4YES_45S,2.249,P00734
7554,5AFY_WCE,5AF9_SJR,4.49,P00734
7555,5AFY_WCE,1TA2_176,7.3,P00734
7556,5AFY_WCE,1WAY_L02,1.94,P00734
7557,5AFY_WCE,4LXB_7R9,5.9079999999999995,P00734
7558,5AFY_WCE,2JH5_895,4.672,P00734
7559,5AFY_WCE,3DUX_64U,6.151,P00734
7560,5AFY_WCE,3F68_91U,2.168,P00734
7561,5AFY_WCE,2ZC9_22U,2.347,P00734
7562,5AFY_WCE,2JH0_701,6.178,P00734
7563,5AFY_WCE,2C8W_C7M,6.407,P00734
7564,5AFY_WCE,1TA6_177,5.183,P00734
7565,5AFY_WCE,1YPG_UIR,7.898,P00734
7566,5AFY_WCE,1C5O_BAM,3.645,P00734
7567,5AFY_WCE,2ZF0_51U,3.1510000000000002,P00734
7568,5AFY_WCE,1AE8_AZL,6.617999999999999,P00734
7569,5AFY_WCE,2C8Z_C2A,0.584,P00734
7570,5AFY_WCE,1ZGI_382,2.6439999999999997,P00734
7571,5AFY_WCE,2C8X_C5M,2.888,P00734
7572,5AFY_WCE,1C5N_ESI,5.212000000000001,P00734
7573,5AFY_WCE,1MU8_CDB,4.258,P00734
7574,5AFY_WCE,1BHX_R56,8.692,P00734
7575,5AFY_WCE,3SI3_B03,8.079,P00734
7576,5AFY_WCE,4UFG_D6J,3.748,P00734
7577,5AFY_WCE,1D4P_BPP,7.774,P00734
7578,5AFY_WCE,2ZDA_32U,5.235,P00734
7579,5AFY_WCE,3BIU_10U,4.622,P00734
7580,5AFY_WCE,1YPK_CCR,4.355,P00734
7581,5AFY_WCE,1D3P_BT3,1.6119999999999999,P00734
7582,5AFY_WCE,3QX5_02P,7.535,P00734
7583,5AFY_WCE,1SL3_170,2.819,P00734
7584,5AFY_WCE,1AFE_ALZ,7.984,P00734
7585,5AFY_WCE,1ZGV_501,4.475,P00734
7586,5AFY_WCE,3SHC_B01,3.787,P00734
7587,5AFY_WCE,2ZGB_21U,1.604,P00734
7588,5AFY_WCE,5AHG_Y4L,0.778,P00734
7589,5AFY_WCE,1YPE_UIP,7.934,P00734
7590,5AFY_WCE,1NZQ_162,4.281000000000001,P00734
7591,5AFY_WCE,4UD9_FQI,2.116,P00734
7592,5AFY_WCE,2C93_C4M,4.776,P00734
7593,5AFY_WCE,1OYT_FSN,6.85,P00734
7594,5AFY_WCE,2ZDV_37U,4.7010000000000005,P00734
7595,5AFY_WCE,4UDW_N6L,3.1460000000000004,P00734
7596,5AFY_WCE,3SI4_B04,7.535,P00734
7597,5AFY_WCE,1GHW_BMZ,7.1610000000000005,P00734
7598,5AFY_WCE,1MU6_CDA,2.748,P00734
7599,5AFY_WCE,1RIW_OSC,7.178,P00734
7600,5AFY_WCE,5AFZ_UET,5.301,P00734
7601,5AFY_WCE,1YPJ_UIB,7.968999999999999,P00734
7602,5AFY_WCE,1WBG_L03,2.064,P00734
7603,5AFY_WCE,2CN0_F25,2.605,P00734
7604,5AFY_WCE,2ZFP_19U,5.252000000000001,P00734
7605,5AFY_WCE,6ROT_KDQ,3.69,P00734
7606,5AFY_WCE,1T4V_14A,7.855,P00734
7607,5AFY_WCE,2C8Y_C3M,5.492000000000001,P00734
7608,5AFY_WCE,3P17_99P,7.535,P00734
7609,5AFY_WCE,5AFY_WCE,0.48100000000000004,P00734
7610,5AFY_WCE,1SB1_165,8.338,P00734
7611,5AFY_WCE,3EGK_M18,3.168,P00734
7612,5AFY_WCE,3SHA_P97,7.571000000000001,P00734
7613,5AFY_WCE,2C90_C1M,1.389,P00734
7614,5AFY_WCE,3SV2_P05,7.608,P00734
7615,5AFY_WCE,2JH6_894,3.174,P00734
7616,5AFY_WCE,1AIX_T19,9.225,P00734
7617,5AFY_WCE,3DA9_44U,7.8,P00734
7618,5AFY_WCE,3QTV_06P,7.6370000000000005,P00734
7619,4UD9_FQI,3QTO_10P,3.068,P00734
7620,4UD9_FQI,3C1K_T15,8.461,P00734
7621,4UD9_FQI,1ZRB_062,1.588,P00734
7622,4UD9_FQI,3QWC_98P,4.627,P00734
7623,4UD9_FQI,1MUE_CDD,8.244,P00734
7624,4UD9_FQI,1TA2_176,6.659,P00734
7625,4UD9_FQI,4LXB_7R9,4.93,P00734
7626,4UD9_FQI,3DUX_64U,5.075,P00734
7627,4UD9_FQI,3F68_91U,7.313,P00734
7628,4UD9_FQI,2ZC9_22U,6.778,P00734
7629,4UD9_FQI,2JH0_701,6.938,P00734
7630,4UD9_FQI,2C8W_C7M,7.005,P00734
7631,4UD9_FQI,1C5O_BAM,3.409,P00734
7632,4UD9_FQI,2ZF0_51U,6.722,P00734
7633,4UD9_FQI,1AE8_AZL,6.608,P00734
7634,4UD9_FQI,2C8Z_C2A,2.431,P00734
7635,4UD9_FQI,1ZGI_382,6.433,P00734
7636,4UD9_FQI,2C8X_C5M,7.397,P00734
7637,4UD9_FQI,1BCU_PRL,3.0380000000000003,P00734
7638,4UD9_FQI,6EO9_2OJ,5.832999999999999,P00734
7639,4UD9_FQI,6EO8_2FN,11.277000000000001,P00734
7640,4UD9_FQI,1BHX_R56,8.388,P00734
7641,4UD9_FQI,3SI3_B03,6.77,P00734
7642,4UD9_FQI,1D4P_BPP,7.515,P00734
7643,4UD9_FQI,4LOY_6XS,3.955,P00734
7644,4UD9_FQI,3QX5_02P,3.906,P00734
7645,4UD9_FQI,1SL3_170,3.352,P00734
7646,4UD9_FQI,1AFE_ALZ,6.631,P00734
7647,4UD9_FQI,1ZGV_501,4.912,P00734
7648,4UD9_FQI,3SHC_B01,3.136,P00734
7649,4UD9_FQI,2ZGB_21U,4.9,P00734
7650,4UD9_FQI,4UD9_FQI,0.256,P00734
7651,4UD9_FQI,2C93_C4M,5.053,P00734
7652,4UD9_FQI,2ZDV_37U,3.48,P00734
7653,4UD9_FQI,4UDW_N6L,5.518,P00734
7654,4UD9_FQI,3SI4_B04,3.722,P00734
7655,4UD9_FQI,1MU6_CDA,7.475,P00734
7656,4UD9_FQI,1RIW_OSC,7.104,P00734
7657,4UD9_FQI,1WBG_L03,2.0,P00734
7658,4UD9_FQI,2ZFP_19U,3.71,P00734
7659,4UD9_FQI,6ROT_KDQ,2.58,P00734
7660,4UD9_FQI,2C8Y_C3M,6.724,P00734
7661,4UD9_FQI,3P17_99P,5.789,P00734
7662,4UD9_FQI,5AFY_WCE,1.103,P00734
7663,4UD9_FQI,1SB1_165,8.139,P00734
7664,4UD9_FQI,3EGK_M18,6.154,P00734
7665,4UD9_FQI,3SHA_P97,7.311,P00734
7666,4UD9_FQI,2C90_C1M,1.383,P00734
7667,4UD9_FQI,3SV2_P05,8.131,P00734
7668,4UD9_FQI,2JH6_894,5.358,P00734
7669,4UD9_FQI,1NM6_L86,8.491,P00734
7670,4UD9_FQI,3QTV_06P,7.933,P00734
7671,3SW2_FI1,4Y79_4O6,3.9130000000000003,P00742
7672,3SW2_FI1,2BOH_IIA,14.434000000000001,P00742
7673,3SW2_FI1,2J34_GS6,1.443,P00742
7674,3SW2_FI1,2Y81_931,4.672,P00742
7675,3SW2_FI1,3CS7_LG0,9.368,P00742
7676,3SW2_FI1,2J38_GS5,2.043,P00742
7677,3SW2_FI1,2Y80_439,2.5839999999999996,P00742
7678,3SW2_FI1,3HPT_YET,2.907,P00742
7679,3SW2_FI1,3M36_M35,3.2260000000000004,P00742
7680,3SW2_FI1,4BTU_6XS,10.270999999999999,P00742
7681,3SW2_FI1,1V3X_D76,3.094,P00742
7682,3SW2_FI1,4Y76_4O1,2.5980000000000003,P00742
7683,3SW2_FI1,1NFX_RDR,2.193,P00742
7684,3SW2_FI1,1LPZ_CMB,6.7139999999999995,P00742
7685,3SW2_FI1,2VH0_GSI,9.532,P00742
7686,3SW2_FI1,3FFG_FFG,9.167,P00742
7687,3SW2_FI1,3KQB_LGJ,4.5360000000000005,P00742
7688,3SW2_FI1,1LPG_IMA,8.817,P00742
7689,3SW2_FI1,1Z6E_IK8,7.654,P00742
7690,3SW2_FI1,2Q1J_FXI,4.853,P00742
7691,3SW2_FI1,2XC5_OYJ,6.42,P00742
7692,3SW2_FI1,3K9X_MBM,8.061,P00742
7693,3SW2_FI1,3SW2_FI1,0.49,P00742
7694,3SW2_FI1,2PHB_230,7.522,P00742
7695,3SW2_FI1,3Q3K_D90,5.331,P00742
7696,3SW2_FI1,2XBX_RR8,6.075,P00742
7697,3SW2_FI1,2FZZ_5QC,9.353,P00742
7698,3SW2_FI1,2VH6_GSV,10.76,P00742
7699,3SW2_FI1,2WYJ_898,10.017999999999999,P00742
7700,3SW2_FI1,1NFW_RRR,2.742,P00742
7701,3SW2_FI1,2BQ7_IID,7.442,P00742
7702,3SW2_FI1,2G00_4QC,8.79,P00742
7703,3SW2_FI1,1NFU_RRP,3.319,P00742
7704,3SW2_FI1,2J94_G15,7.296,P00742
7705,3SW2_FI1,2W3I_L1C,9.453,P00742
7706,3SW2_FI1,2EI7_D93,2.291,P00742
7707,3SW2_FI1,2UWL_895,12.129000000000001,P00742
7708,3SW2_FI1,2Y7X_MZA,4.64,P00742
7709,3SW2_FI1,2PR3_237,7.96,P00742
7710,3SW2_FI1,2W3K_L1D,10.134,P00742
7711,3SW2_FI1,1F0S_PR2,3.358,P00742
7712,3SW2_FI1,1NFY_RTR,3.427,P00742
7713,3SW2_FI1,1F0R_815,1.899,P00742
7714,3SW2_FI1,2D1J_D01,8.161,P00742
7715,3SW2_FI1,2UWO_701,4.769,P00742
7716,3SW2_FI1,4A7I_A7I,13.232999999999999,P00742
7717,3SW2_FI1,2W26_RIV,8.426,P00742
7718,3SW2_FI1,2EI6_D92,7.791,P00742
7719,3SW2_FI1,2XC0_8NC,7.83,P00742
7720,3SW2_FI1,2P94_ME4,4.787,P00742
7721,3SW2_FI1,2XC4_IVK,3.753,P00742
7722,3SW2_FI1,2Y82_930,4.138,P00742
7723,3SW2_FI1,2RA0_JNJ,2.8760000000000003,P00742
7724,3SW2_FI1,3M37_M37,9.361,P00742
7725,3SW2_FI1,2J2U_GSQ,8.095,P00742
7726,3SW2_FI1,4BTI_7R9,9.562999999999999,P00742
7727,3SW2_FI1,2Y7Z_C0Z,2.166,P00742
7728,3SW2_FI1,2J4I_GSJ,2.773,P00742
7729,3SW2_FI1,2CJI_GSK,1.39,P00742
7730,3SW2_FI1,2UWP_894,5.221,P00742
7731,3SW2_FI1,2J95_GSX,2.0180000000000002,P00742
7732,3SW2_FI1,3KL6_443,5.242999999999999,P00742
7733,4A7I_A7I,4Y79_4O6,11.540999999999999,P00742
7734,4A7I_A7I,2BOH_IIA,7.349,P00742
7735,4A7I_A7I,2J34_GS6,12.700999999999999,P00742
7736,4A7I_A7I,2P93_ME1,4.702,P00742
7737,4A7I_A7I,3CEN_FXA,13.241,P00742
7738,4A7I_A7I,3HPT_YET,7.2989999999999995,P00742
7739,4A7I_A7I,4BTU_6XS,5.7139999999999995,P00742
7740,4A7I_A7I,1V3X_D76,8.276,P00742
7741,4A7I_A7I,1NFX_RDR,7.52,P00742
7742,4A7I_A7I,2VH0_GSI,1.9880000000000002,P00742
7743,4A7I_A7I,2P16_GG2,13.895,P00742
7744,4A7I_A7I,2XBW_455,14.550999999999998,P00742
7745,4A7I_A7I,2XC5_OYJ,14.821,P00742
7746,4A7I_A7I,3K9X_MBM,7.705,P00742
7747,4A7I_A7I,3SW2_FI1,11.737,P00742
7748,4A7I_A7I,2PHB_230,13.195,P00742
7749,4A7I_A7I,2P95_ME5,5.521,P00742
7750,4A7I_A7I,3Q3K_D90,7.952999999999999,P00742
7751,4A7I_A7I,2XBX_RR8,14.145,P00742
7752,4A7I_A7I,2VH6_GSV,3.248,P00742
7753,4A7I_A7I,2WYJ_898,2.08,P00742
7754,4A7I_A7I,1NFW_RRR,2.6,P00742
7755,4A7I_A7I,2BQ7_IID,6.114,P00742
7756,4A7I_A7I,1XKA_4PP,8.255,P00742
7757,4A7I_A7I,1NFU_RRP,3.708,P00742
7758,4A7I_A7I,2J94_G15,2.844,P00742
7759,4A7I_A7I,2W3I_L1C,15.27,P00742
7760,4A7I_A7I,2EI7_D93,0.992,P00742
7761,4A7I_A7I,2UWL_895,7.084,P00742
7762,4A7I_A7I,2PR3_237,9.164,P00742
7763,4A7I_A7I,2W3K_L1D,14.53,P00742
7764,4A7I_A7I,1F0S_PR2,9.91,P00742
7765,4A7I_A7I,1NFY_RTR,2.063,P00742
7766,4A7I_A7I,2D1J_D01,8.597999999999999,P00742
7767,4A7I_A7I,2UWO_701,4.099,P00742
7768,4A7I_A7I,4A7I_A7I,0.7170000000000001,P00742
7769,4A7I_A7I,2W26_RIV,4.601,P00742
7770,4A7I_A7I,2EI6_D92,2.793,P00742
